"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10436200"	"9.10e-01"	"6.78e-01"	"0.4253215"	"-5.93596"	"0.0520079"	""	""
"10338821"	"9.10e-01"	"6.78e-01"	"0.4252838"	"-5.93598"	"0.24782544"	""	""
"10516490"	"9.10e-01"	"6.78e-01"	"-0.4252836"	"-5.93598"	"-0.08256612"	"Gjb5"	"gap junction protein, beta 5"
"10601152"	"9.10e-01"	"6.78e-01"	"-0.4252653"	"-5.93598"	"-0.04631769"	"Nlgn3"	"neuroligin 3"
"10342154"	"9.10e-01"	"6.78e-01"	"0.4252152"	"-5.93601"	"0.11436181"	""	""
"10510643"	"9.10e-01"	"6.78e-01"	"0.4251829"	"-5.93602"	"0.04854237"	"Plekhg5"	"pleckstrin homology domain containing, family G (with RhoGef domain) member 5"
"10375127"	"9.10e-01"	"6.78e-01"	"-0.4251556"	"-5.93603"	"-0.07564132"	"1700072H12Rik"	"RIKEN cDNA 1700072H12 gene"
"10479627"	"9.10e-01"	"6.78e-01"	"-0.4251464"	"-5.93604"	"-0.0534339"	"Tpd52l2"	"tumor protein D52-like 2"
"10568050"	"9.10e-01"	"6.78e-01"	"0.4251329"	"-5.93604"	"0.03864919"	"Aldoa"	"aldolase A, fructose-bisphosphate"
"10396862"	"9.10e-01"	"6.78e-01"	"-0.4251247"	"-5.93604"	"-0.08101319"	"Strm"	"striamin"
"10522554"	"9.10e-01"	"6.78e-01"	"-0.4250476"	"-5.93608"	"-0.05624891"	"Gm3286///Gm16513///Gm3139///Gm3106///E330014E10Rik///Gm16367///D5Ertd577e"	"predicted gene 3286///predicted gene, Gm16513///predicted gene 3139///predicted gene 3106///RIKEN cDNA E330014E10 gene///predicted gene 16367///DNA segment, Chr 5, ERATO Doi 577, expressed"
"10522569"	"9.10e-01"	"6.78e-01"	"-0.4250476"	"-5.93608"	"-0.05624891"	"Gm3286///Gm16513///Gm3139///Gm3106///E330014E10Rik///Gm16367///D5Ertd577e"	"predicted gene 3286///predicted gene, Gm16513///predicted gene 3139///predicted gene 3106///RIKEN cDNA E330014E10 gene///predicted gene 16367///DNA segment, Chr 5, ERATO Doi 577, expressed"
"10345620"	"9.10e-01"	"6.78e-01"	"0.4249585"	"-5.93612"	"0.06418163"	"Mrpl30"	"mitochondrial ribosomal protein L30"
"10556280"	"9.10e-01"	"6.78e-01"	"0.4248755"	"-5.93615"	"0.06364474"	"Swap70"	"SWA-70 protein"
"10429500"	"9.10e-01"	"6.78e-01"	"-0.4247886"	"-5.93619"	"-0.0537339"	"Slurp1"	"secreted Ly6/Plaur domain containing 1"
"10576046"	"9.10e-01"	"6.78e-01"	"-0.4247592"	"-5.9362"	"-0.04746556"	"Foxf1"	"forkhead box F1"
"10498716"	"9.10e-01"	"6.79e-01"	"-0.4247099"	"-5.93622"	"-0.04314954"	""	""
"10504992"	"9.10e-01"	"6.79e-01"	"-0.424708"	"-5.93622"	"-0.04642541"	"Nipsnap3a"	"nipsnap homolog 3A (C. elegans)"
"10489355"	"9.10e-01"	"6.79e-01"	"-0.4246116"	"-5.93626"	"-0.07308514"	"Jph2"	"junctophilin 2"
"10393239"	"9.10e-01"	"6.79e-01"	"0.424548"	"-5.93629"	"0.07381202"	""	""
"10461400"	"9.10e-01"	"6.79e-01"	"-0.4244886"	"-5.93632"	"-0.05212701"	""	""
"10375732"	"9.10e-01"	"6.79e-01"	"0.4244806"	"-5.93632"	"0.07853542"	"Cby3"	"chibby homolog 3 (Drosophila)"
"10344447"	"9.10e-01"	"6.79e-01"	"-0.4244786"	"-5.93632"	"-0.09859277"	""	""
"10505118"	"9.10e-01"	"6.79e-01"	"-0.4244413"	"-5.93634"	"-0.0378308"	""	""
"10403034"	"9.10e-01"	"6.79e-01"	"-0.4244405"	"-5.93634"	"-0.04712944"	"Igha///Igh-VJ558"	"immunoglobulin heavy constant alpha///immunoglobulin heavy chain (J558 family)"
"10608308"	"9.10e-01"	"6.79e-01"	"0.4244308"	"-5.93634"	"0.03514061"	"Srsy"	"serine-rich, secreted, Y-linked"
"10546137"	"9.10e-01"	"6.79e-01"	"0.4240973"	"-5.93648"	"0.07534136"	"Abtb1"	"ankyrin repeat and BTB (POZ) domain containing 1"
"10339752"	"9.10e-01"	"6.79e-01"	"-0.424029"	"-5.93651"	"-0.16980156"	""	""
"10514300"	"9.10e-01"	"6.79e-01"	"0.423928"	"-5.93656"	"0.11694896"	"Ifna12"	"interferon alpha 12"
"10439218"	"9.10e-01"	"6.79e-01"	"-0.4239019"	"-5.93657"	"-0.06504468"	"Pdia5"	"protein disulfide isomerase associated 5"
"10378816"	"9.10e-01"	"6.79e-01"	"0.4238784"	"-5.93658"	"0.1498125"	"Slc6a4"	"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4"
"10560814"	"9.10e-01"	"6.79e-01"	"-0.4238295"	"-5.9366"	"-0.05672449"	"Vmn1r168///Vmn1r177"	"vomeronasal 1 receptor 168///vomeronasal 1 receptor 177"
"10598198"	"9.10e-01"	"6.79e-01"	"-0.4237862"	"-5.93662"	"-0.07610073"	"Mia3"	"melanoma inhibitory activity 3"
"10606441"	"9.10e-01"	"6.79e-01"	"-0.4236374"	"-5.93668"	"-0.07599622"	""	""
"10381898"	"9.10e-01"	"6.79e-01"	"0.4236144"	"-5.93669"	"0.04369406"	"Mrc2"	"mannose receptor, C type 2"
"10348074"	"9.10e-01"	"6.79e-01"	"0.4235874"	"-5.9367"	"0.0445641"	"1700019O17Rik"	"RIKEN cDNA 1700019O17 gene"
"10338702"	"9.10e-01"	"6.79e-01"	"0.423518"	"-5.93673"	"0.07486072"	""	""
"10432154"	"9.11e-01"	"6.79e-01"	"-0.4234402"	"-5.93676"	"-0.04613467"	"Olfr283"	"olfactory receptor 283"
"10599607"	"9.11e-01"	"6.79e-01"	"-0.4233763"	"-5.93679"	"-0.04059098"	"Gm10653///Rps2"	"ribsomal protein S2 pseudogene///ribosomal protein S2"
"10556790"	"9.11e-01"	"6.79e-01"	"0.4233627"	"-5.9368"	"0.09066634"	"2610020H08Rik"	"RIKEN cDNA 2610020H08 gene"
"10486403"	"9.11e-01"	"6.80e-01"	"-0.4233235"	"-5.93681"	"-0.03709336"	"Pla2g4e"	"phospholipase A2, group IVE"
"10342842"	"9.11e-01"	"6.80e-01"	"-0.4232887"	"-5.93683"	"-0.09719253"	""	""
"10350684"	"9.11e-01"	"6.80e-01"	"0.4231511"	"-5.93689"	"0.05062211"	"Arpc5///Arpc5"	"actin related protein 2/3 complex, subunit 5///actin related protein 2/3 complex, subunit 5"
"10517336"	"9.11e-01"	"6.80e-01"	"-0.4230119"	"-5.93695"	"-0.04125381"	"Clic4"	"chloride intracellular channel 4 (mitochondrial)"
"10542665"	"9.11e-01"	"6.80e-01"	"0.4229582"	"-5.93697"	"0.04155127"	"Cmas"	"cytidine monophospho-N-acetylneuraminic acid synthetase"
"10348471"	"9.11e-01"	"6.80e-01"	"-0.422943"	"-5.93697"	"-0.05614103"	"Mlph"	"melanophilin"
"10447082"	"9.11e-01"	"6.80e-01"	"0.4227757"	"-5.93705"	"0.06036917"	"1700038P13Rik"	"RIKEN cDNA 1700038P13 gene"
"10340470"	"9.11e-01"	"6.80e-01"	"0.4227096"	"-5.93707"	"0.05892815"	""	""
"10421648"	"9.11e-01"	"6.80e-01"	"-0.4226759"	"-5.93709"	"-0.06717673"	"Slc25a30"	"solute carrier family 25, member 30"
"10344362"	"9.11e-01"	"6.80e-01"	"-0.4226613"	"-5.93709"	"-0.06625261"	""	""
"10389522"	"9.11e-01"	"6.80e-01"	"-0.4226289"	"-5.93711"	"-0.05024679"	"Gm11478///Rpl13a///Zfp526"	"60S ribosomal protein L13a-like///ribosomal protein L13A///zinc finger protein 526"
"10480256"	"9.11e-01"	"6.80e-01"	"0.4225965"	"-5.93712"	"0.04227721"	"Gm10848"	"predicted gene 10848"
"10394366"	"9.11e-01"	"6.80e-01"	"-0.4225425"	"-5.93715"	"-0.06423413"	"Atad2b"	"ATPase family, AAA domain containing 2B"
"10419167"	"9.11e-01"	"6.80e-01"	"-0.4225291"	"-5.93715"	"-0.14186126"	"Ptgdr"	"prostaglandin D receptor"
"10482880"	"9.11e-01"	"6.80e-01"	"0.4224916"	"-5.93717"	"0.04997844"	"Baz2b"	"bromodomain adjacent to zinc finger domain, 2B"
"10583197"	"9.11e-01"	"6.80e-01"	"-0.422463"	"-5.93718"	"-0.03420677"	""	""
"10342573"	"9.11e-01"	"6.80e-01"	"0.4223929"	"-5.93721"	"0.12071195"	""	""
"10473008"	"9.11e-01"	"6.80e-01"	"0.4223704"	"-5.93722"	"0.05991121"	"Gm6793///Hnrnpa3"	"heterogeneous nuclear ribonucleoprotein A3 pseudogene///heterogeneous nuclear ribonucleoprotein A3"
"10338235"	"9.11e-01"	"6.80e-01"	"-0.4223541"	"-5.93723"	"-0.08779174"	""	""
"10585625"	"9.11e-01"	"6.80e-01"	"0.4223367"	"-5.93723"	"0.05548977"	"Sin3a"	"transcriptional regulator, SIN3A (yeast)"
"10535189"	"9.11e-01"	"6.80e-01"	"0.4222813"	"-5.93726"	"0.05586943"	"Mad1l1"	"MAD1 mitotic arrest deficient 1-like 1"
"10585599"	"9.11e-01"	"6.80e-01"	"-0.422231"	"-5.93728"	"-0.05422156"	"Imp3"	"IMP3, U3 small nucleolar ribonucleoprotein"
"10468081"	"9.11e-01"	"6.80e-01"	"-0.4222218"	"-5.93728"	"-0.10367885"	"Npm3-ps1///Npm3"	"nucleoplasmin 3, pseudogene 1///nucleoplasmin 3"
"10343159"	"9.11e-01"	"6.80e-01"	"-0.4221927"	"-5.93729"	"-0.25006001"	""	""
"10338416"	"9.11e-01"	"6.80e-01"	"0.4221715"	"-5.9373"	"0.26220996"	""	""
"10473874"	"9.11e-01"	"6.80e-01"	"0.4220904"	"-5.93734"	"0.03738201"	"Arfgap2"	"ADP-ribosylation factor GTPase activating protein 2"
"10594289"	"9.11e-01"	"6.80e-01"	"0.4220029"	"-5.93737"	"0.04835085"	"Glce"	"glucuronyl C5-epimerase"
"10338046"	"9.11e-01"	"6.81e-01"	"-0.4218817"	"-5.93743"	"-0.04090895"	""	""
"10584524"	"9.11e-01"	"6.81e-01"	"-0.4217491"	"-5.93748"	"-0.1159195"	"1700001J11Rik"	"ring finger protein 19A pseudogene"
"10429140"	"9.11e-01"	"6.81e-01"	"-0.4217252"	"-5.93749"	"-0.07552062"	"Ndrg1"	"N-myc downstream regulated gene 1"
"10480145"	"9.11e-01"	"6.81e-01"	"0.421647"	"-5.93753"	"0.05192482"	"Rsu1"	"Ras suppressor protein 1"
"10518955"	"9.11e-01"	"6.81e-01"	"-0.421389"	"-5.93763"	"-0.04090679"	"BC049688"	"cDNA sequence BC049688"
"10430618"	"9.11e-01"	"6.81e-01"	"-0.4212933"	"-5.93768"	"-0.05727972"	"Dnal4"	"dynein, axonemal, light chain 4"
"10408138"	"9.11e-01"	"6.81e-01"	"0.421233"	"-5.9377"	"0.07653069"	"Vmn1r202"	"vomeronasal 1 receptor 202"
"10371288"	"9.11e-01"	"6.81e-01"	"-0.4211938"	"-5.93772"	"-0.05381945"	"Gm1553"	"predicted gene 1553"
"10414963"	"9.11e-01"	"6.81e-01"	"-0.4211876"	"-5.93772"	"-0.04332137"	""	""
"10567506"	"9.11e-01"	"6.81e-01"	"-0.4211841"	"-5.93772"	"-0.05712718"	"Dnah3"	"dynein, axonemal, heavy chain 3"
"10342828"	"9.11e-01"	"6.81e-01"	"0.421143"	"-5.93774"	"0.08493826"	""	""
"10487269"	"9.11e-01"	"6.81e-01"	"-0.4210941"	"-5.93776"	"-0.07782701"	"Usp50"	"ubiquitin specific peptidase 50"
"10340036"	"9.11e-01"	"6.81e-01"	"0.4210308"	"-5.93779"	"0.06232755"	""	""
"10340262"	"9.11e-01"	"6.81e-01"	"-0.4209874"	"-5.9378"	"-0.10197257"	""	""
"10386951"	"9.11e-01"	"6.81e-01"	"-0.4209541"	"-5.93782"	"-0.06590364"	"Hs3st3b1"	"heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1"
"10340457"	"9.11e-01"	"6.81e-01"	"-0.4209035"	"-5.93784"	"-0.13556416"	""	""
"10380654"	"9.11e-01"	"6.81e-01"	"0.4208993"	"-5.93784"	"0.04478991"	"Hoxb3"	"homeobox B3"
"10466947"	"9.11e-01"	"6.81e-01"	"-0.4208833"	"-5.93785"	"-0.05378172"	"Ermp1"	"endoplasmic reticulum metallopeptidase 1"
"10344200"	"9.11e-01"	"6.81e-01"	"-0.420855"	"-5.93786"	"-0.17885437"	""	""
"10342661"	"9.12e-01"	"6.81e-01"	"-0.4205523"	"-5.93799"	"-0.12618391"	""	""
"10386402"	"9.12e-01"	"6.82e-01"	"-0.4203657"	"-5.93807"	"-0.03943575"	"Zkscan17"	"zinc finger with KRAB and SCAN domains 17"
"10438328"	"9.12e-01"	"6.82e-01"	"0.4202979"	"-5.9381"	"0.06893099"	"Tango2"	"transport and golgi organization 2"
"10498395"	"9.12e-01"	"6.82e-01"	"0.4202656"	"-5.93811"	"0.0590411"	"Gm5709"	"predicted gene 5709"
"10533090"	"9.12e-01"	"6.82e-01"	"0.4202558"	"-5.93811"	"0.04011455"	"Rfc5"	"replication factor C (activator 1) 5"
"10555885"	"9.12e-01"	"6.82e-01"	"-0.4201618"	"-5.93815"	"-0.07263722"	""	""
"10578959"	"9.12e-01"	"6.82e-01"	"0.4201598"	"-5.93815"	"0.04968541"	""	""
"10349711"	"9.12e-01"	"6.82e-01"	"-0.4201448"	"-5.93816"	"-0.06152219"	"Slc41a1"	"solute carrier family 41, member 1"
"10586284"	"9.12e-01"	"6.82e-01"	"0.4201304"	"-5.93817"	"0.07419646"	"Dpp8///Dpp8"	"dipeptidylpeptidase 8///dipeptidylpeptidase 8"
"10350816"	"9.12e-01"	"6.82e-01"	"0.4200339"	"-5.93821"	"0.03872666"	"Rpl35///Itgam"	"ribosomal protein L35///integrin alpha M"
"10343141"	"9.12e-01"	"6.82e-01"	"0.4198671"	"-5.93828"	"0.11415017"	""	""
"10544795"	"9.12e-01"	"6.82e-01"	"0.4198647"	"-5.93828"	"0.11431367"	"Mir196b"	"microRNA 196b"
"10398360"	"9.12e-01"	"6.82e-01"	"-0.4198639"	"-5.93828"	"-0.0692889"	"Rian///Rian"	"RNA imprinted and accumulated in nucleus///RNA imprinted and accumulated in nucleus"
"10443704"	"9.12e-01"	"6.82e-01"	"0.4198601"	"-5.93828"	"0.06078424"	"Umodl1"	"uromodulin-like 1"
"10448202"	"9.12e-01"	"6.82e-01"	"-0.419709"	"-5.93835"	"-0.06831984"	"LOC102633627///Tpm4"	"tropomyosin alpha-4 chain pseudogene///tropomyosin 4"
"10360580"	"9.12e-01"	"6.82e-01"	"-0.4196859"	"-5.93835"	"-0.08901775"	"Tfb2m"	"transcription factor B2, mitochondrial"
"10482139"	"9.12e-01"	"6.82e-01"	"0.4196349"	"-5.93838"	"0.04096343"	"Pdcl"	"phosducin-like"
"10396205"	"9.12e-01"	"6.82e-01"	"0.4196132"	"-5.93839"	"0.08225012"	"Arid4a"	"AT rich interactive domain 4A (RBP1-like)"
"10466814"	"9.12e-01"	"6.82e-01"	"-0.4195318"	"-5.93842"	"-0.0743199"	"Foxd4"	"forkhead box D4"
"10483719"	"9.12e-01"	"6.82e-01"	"-0.4194207"	"-5.93847"	"-0.04274939"	"Chn1"	"chimerin 1"
"10587554"	"9.12e-01"	"6.82e-01"	"0.4194006"	"-5.93848"	"0.06263523"	"Tpbg"	"trophoblast glycoprotein"
"10607585"	"9.12e-01"	"6.82e-01"	"-0.4193615"	"-5.93849"	"-0.0576501"	""	""
"10343029"	"9.12e-01"	"6.82e-01"	"-0.419204"	"-5.93856"	"-0.13994129"	""	""
"10450868"	"9.12e-01"	"6.83e-01"	"0.41896"	"-5.93866"	"0.10022221"	"Olfr97///Olfr98"	"olfactory receptor 97///olfactory receptor 98"
"10546339"	"9.12e-01"	"6.83e-01"	"-0.4188698"	"-5.9387"	"-0.04941367"	"Wnt7a"	"wingless-type MMTV integration site family, member 7A"
"10340071"	"9.12e-01"	"6.83e-01"	"-0.4188319"	"-5.93871"	"-0.08585452"	""	""
"10499552"	"9.12e-01"	"6.83e-01"	"0.4187977"	"-5.93873"	"0.04571515"	"Efna4"	"ephrin A4"
"10432045"	"9.12e-01"	"6.83e-01"	"-0.4186249"	"-5.9388"	"-0.0511814"	"Col2a1"	"collagen, type II, alpha 1"
"10537707"	"9.12e-01"	"6.83e-01"	"0.4184797"	"-5.93886"	"0.03652658"	"Tas2r139"	"taste receptor, type 2, member 139"
"10542965"	"9.12e-01"	"6.83e-01"	"-0.4184562"	"-5.93887"	"-0.07894539"	"Sgce"	"sarcoglycan, epsilon"
"10585186"	"9.12e-01"	"6.83e-01"	"-0.4184315"	"-5.93888"	"-0.05025167"	"Plet1"	"placenta expressed transcript 1"
"10375838"	"9.12e-01"	"6.83e-01"	"-0.4184126"	"-5.93889"	"-0.0683728"	"Col23a1"	"collagen, type XXIII, alpha 1"
"10484708"	"9.12e-01"	"6.83e-01"	"-0.4184049"	"-5.93889"	"-0.06909983"	"Olfr1160"	"olfactory receptor 1160"
"10538567"	"9.12e-01"	"6.83e-01"	"0.4183977"	"-5.9389"	"0.05120033"	"Vmn1r8"	"vomeronasal 1 receptor 8"
"10400315"	"9.12e-01"	"6.83e-01"	"-0.4183886"	"-5.9389"	"-0.10986876"	""	""
"10348637"	"9.12e-01"	"6.83e-01"	"-0.4183549"	"-5.93892"	"-0.04180817"	"Olfr1412"	"olfactory receptor 1412"
"10343061"	"9.12e-01"	"6.83e-01"	"0.418349"	"-5.93892"	"0.17989206"	""	""
"10524124"	"9.12e-01"	"6.83e-01"	"-0.4183333"	"-5.93892"	"-0.04491969"	"Golga3"	"golgi autoantigen, golgin subfamily a, 3"
"10407985"	"9.12e-01"	"6.83e-01"	"-0.4183067"	"-5.93894"	"-0.04876451"	"Gpr141"	"G protein-coupled receptor 141"
"10465861"	"9.12e-01"	"6.83e-01"	"0.4182951"	"-5.93894"	"0.04756739"	"Incenp"	"inner centromere protein"
"10608645"	"9.12e-01"	"6.83e-01"	"0.4182518"	"-5.93896"	"0.04522765"	""	""
"10453629"	"9.12e-01"	"6.83e-01"	"0.4182138"	"-5.93898"	"0.04225399"	"9430020K01Rik"	"RIKEN cDNA 9430020K01 gene"
"10363894"	"9.12e-01"	"6.83e-01"	"0.4181828"	"-5.93899"	"0.05959164"	"Ipmk"	"inositol polyphosphate multikinase"
"10594322"	"9.12e-01"	"6.83e-01"	"-0.4180885"	"-5.93903"	"-0.04595536"	"Pias1"	"protein inhibitor of activated STAT 1"
"10338155"	"9.12e-01"	"6.83e-01"	"0.4180831"	"-5.93903"	"0.15375703"	""	""
"10442616"	"9.12e-01"	"6.83e-01"	"-0.4180673"	"-5.93904"	"-0.0712706"	"Hagh"	"hydroxyacyl glutathione hydrolase"
"10470283"	"9.12e-01"	"6.83e-01"	"-0.4179731"	"-5.93908"	"-0.04948385"	"Egfl7"	"EGF-like domain 7"
"10582664"	"9.12e-01"	"6.83e-01"	"-0.4179652"	"-5.93908"	"-0.06291282"	"2310022B05Rik"	"RIKEN cDNA 2310022B05 gene"
"10597554"	"9.12e-01"	"6.83e-01"	"-0.4179031"	"-5.93911"	"-0.05658632"	"Zcwpw2"	"zinc finger, CW type with PWWP domain 2"
"10566097"	"9.12e-01"	"6.84e-01"	"-0.417702"	"-5.93919"	"-0.05121938"	"Nup98"	"nucleoporin 98"
"10599849"	"9.12e-01"	"6.84e-01"	"-0.4176635"	"-5.93921"	"-0.07301058"	"Gm4988"	"predicted gene 4988"
"10438575"	"9.12e-01"	"6.84e-01"	"-0.4176452"	"-5.93921"	"-0.10254548"	"Ehhadh"	"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"
"10338596"	"9.12e-01"	"6.84e-01"	"-0.4176224"	"-5.93922"	"-0.12960816"	""	""
"10500808"	"9.12e-01"	"6.84e-01"	"0.4175606"	"-5.93925"	"0.05812193"	"Olfml3"	"olfactomedin-like 3"
"10542205"	"9.12e-01"	"6.84e-01"	"0.4175001"	"-5.93928"	"0.03946561"	"Klre1"	"killer cell lectin-like receptor family E member 1"
"10340901"	"9.12e-01"	"6.84e-01"	"0.4174852"	"-5.93928"	"0.31863861"	""	""
"10353064"	"9.12e-01"	"6.84e-01"	"0.4174471"	"-5.9393"	"0.07099477"	"Arfgef1"	"ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)"
"10453544"	"9.12e-01"	"6.84e-01"	"-0.4174462"	"-5.9393"	"-0.05584971"	"Mettl4"	"methyltransferase like 4"
"10510413"	"9.12e-01"	"6.84e-01"	"0.4174248"	"-5.93931"	"0.07714214"	"Gm572"	"predicted gene 572"
"10475630"	"9.12e-01"	"6.84e-01"	"-0.4173273"	"-5.93935"	"-0.0412978"	"Galk2"	"galactokinase 2"
"10460947"	"9.12e-01"	"6.84e-01"	"0.417318"	"-5.93935"	"0.08737453"	"Pygm"	"muscle glycogen phosphorylase"
"10509178"	"9.12e-01"	"6.84e-01"	"-0.41722"	"-5.93939"	"-0.0462483"	"Asap3"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
"10339360"	"9.12e-01"	"6.84e-01"	"0.4171779"	"-5.93941"	"0.14154212"	""	""
"10344498"	"9.12e-01"	"6.84e-01"	"-0.4171546"	"-5.93942"	"-0.17154681"	""	""
"10569335"	"9.12e-01"	"6.84e-01"	"-0.4171303"	"-5.93943"	"-0.05398986"	""	""
"10563390"	"9.12e-01"	"6.84e-01"	"0.4171005"	"-5.93944"	"0.07124773"	"Cyth2"	"cytohesin 2"
"10372177"	"9.12e-01"	"6.84e-01"	"-0.4170646"	"-5.93946"	"-0.06131405"	"Tmtc2"	"transmembrane and tetratricopeptide repeat containing 2"
"10340612"	"9.12e-01"	"6.84e-01"	"-0.4170498"	"-5.93946"	"-0.23080118"	""	""
"10342730"	"9.12e-01"	"6.84e-01"	"-0.4170352"	"-5.93947"	"-0.23055725"	""	""
"10580870"	"9.12e-01"	"6.84e-01"	"-0.4170253"	"-5.93947"	"-0.11735875"	"Zfp319"	"zinc finger protein 319"
"10385477"	"9.12e-01"	"6.84e-01"	"0.4170081"	"-5.93948"	"0.0801504"	""	""
"10472396"	"9.12e-01"	"6.84e-01"	"-0.4169793"	"-5.93949"	"-0.04503118"	"Scn2a1"	"sodium channel, voltage-gated, type II, alpha 1"
"10607324"	"9.12e-01"	"6.84e-01"	"-0.416934"	"-5.93951"	"-0.04128989"	"Camkv///Rpl21///Cep170"	"CaM kinase-like vesicle-associated///ribosomal protein L21///centrosomal protein 170"
"10537690"	"9.12e-01"	"6.84e-01"	"-0.4169339"	"-5.93951"	"-0.03674346"	"Sval1"	"seminal vesicle antigen-like 1"
"10540537"	"9.12e-01"	"6.84e-01"	"-0.4169155"	"-5.93952"	"-0.05985572"	""	""
"10399265"	"9.12e-01"	"6.84e-01"	"-0.4169086"	"-5.93952"	"-0.0493857"	"Ncoa1"	"nuclear receptor coactivator 1"
"10351043"	"9.13e-01"	"6.84e-01"	"0.4168415"	"-5.93955"	"0.10575084"	"Snord47"	"small nucleolar RNA, C/D box 47"
"10357630"	"9.13e-01"	"6.84e-01"	"-0.4167659"	"-5.93958"	"-0.05986844"	"Srgap2"	"SLIT-ROBO Rho GTPase activating protein 2"
"10415766"	"9.13e-01"	"6.84e-01"	"-0.4167148"	"-5.9396"	"-0.05123367"	"Sacs"	"sacsin"
"10344014"	"9.13e-01"	"6.84e-01"	"-0.4166274"	"-5.93964"	"-0.1563527"	""	""
"10343102"	"9.13e-01"	"6.84e-01"	"-0.4165996"	"-5.93965"	"-0.22512352"	""	""
"10339794"	"9.13e-01"	"6.84e-01"	"0.416459"	"-5.93971"	"0.12491242"	""	""
"10458314"	"9.13e-01"	"6.84e-01"	"-0.4163857"	"-5.93974"	"-0.05199665"	"Tmem173"	"transmembrane protein 173"
"10420986"	"9.13e-01"	"6.84e-01"	"-0.4163626"	"-5.93975"	"-0.04998895"	"Rpl21"	"ribosomal protein L21"
"10391286"	"9.13e-01"	"6.85e-01"	"-0.4162821"	"-5.93979"	"-0.0522461"	"Stat5b"	"signal transducer and activator of transcription 5B"
"10338229"	"9.13e-01"	"6.85e-01"	"-0.4162473"	"-5.9398"	"-0.0690761"	""	""
"10524308"	"9.13e-01"	"6.85e-01"	"-0.4162306"	"-5.93981"	"-0.0368584"	"Mir701"	"microRNA 701"
"10481366"	"9.13e-01"	"6.85e-01"	"-0.416179"	"-5.93983"	"-0.0416752"	"Rapgef1"	"Rap guanine nucleotide exchange factor (GEF) 1"
"10555805"	"9.13e-01"	"6.85e-01"	"0.4160928"	"-5.93987"	"0.06211383"	"Olfr619"	"olfactory receptor 619"
"10405234"	"9.13e-01"	"6.85e-01"	"-0.4160452"	"-5.93989"	"-0.04614945"	"Snrpd2"	"small nuclear ribonucleoprotein D2"
"10342085"	"9.13e-01"	"6.85e-01"	"-0.4159426"	"-5.93993"	"-0.10358115"	""	""
"10339641"	"9.13e-01"	"6.85e-01"	"0.4159285"	"-5.93993"	"0.11020848"	""	""
"10492172"	"9.13e-01"	"6.85e-01"	"-0.4159004"	"-5.93995"	"-0.04753001"	""	""
"10352294"	"9.13e-01"	"6.85e-01"	"0.4158576"	"-5.93996"	"0.04724139"	"Sde2"	"SDE2 telomere maintenance homolog (S. pombe)"
"10340771"	"9.13e-01"	"6.85e-01"	"0.415852"	"-5.93997"	"0.16442563"	""	""
"10569069"	"9.13e-01"	"6.85e-01"	"0.4157828"	"-5.93999"	"0.06064022"	"Rps9"	"ribosomal protein S9"
"10357135"	"9.13e-01"	"6.85e-01"	"-0.4157495"	"-5.94001"	"-0.06176605"	"2900060B14Rik"	"RIKEN cDNA 2900060B14 gene"
"10339167"	"9.13e-01"	"6.85e-01"	"0.4157246"	"-5.94002"	"0.17470926"	""	""
"10470905"	"9.13e-01"	"6.85e-01"	"0.4156912"	"-5.94003"	"0.10433098"	"Set"	"SET nuclear oncogene"
"10338731"	"9.13e-01"	"6.85e-01"	"-0.4156128"	"-5.94007"	"-0.14259973"	""	""
"10364331"	"9.13e-01"	"6.85e-01"	"-0.4155605"	"-5.94009"	"-0.09956103"	"1700009J07Rik"	"RIKEN cDNA 1700009J07 gene"
"10344674"	"9.13e-01"	"6.85e-01"	"-0.4155172"	"-5.94011"	"-0.05033334"	"Fam150a"	"family with sequence similarity 150, member A"
"10543802"	"9.13e-01"	"6.85e-01"	"0.4155158"	"-5.94011"	"0.10213006"	"Plxna4"	"plexin A4"
"10414651"	"9.13e-01"	"6.85e-01"	"-0.415507"	"-5.94011"	"-0.08479947"	"Tmem253"	"transmembrane protein 253"
"10341020"	"9.13e-01"	"6.85e-01"	"0.4153323"	"-5.94018"	"0.11196165"	""	""
"10560300"	"9.13e-01"	"6.85e-01"	"0.4152812"	"-5.9402"	"0.05540383"	"Fkrp"	"fukutin related protein"
"10515154"	"9.13e-01"	"6.85e-01"	"-0.4152721"	"-5.94021"	"-0.0432858"	"Gm5879///Rpl3"	"predicted gene 5879///ribosomal protein L3"
"10566286"	"9.13e-01"	"6.85e-01"	"0.4150912"	"-5.94028"	"0.07367722"	""	""
"10451893"	"9.13e-01"	"6.85e-01"	"-0.4150816"	"-5.94029"	"-0.10443717"	"Stap2"	"signal transducing adaptor family member 2"
"10463404"	"9.13e-01"	"6.85e-01"	"-0.4150681"	"-5.94029"	"-0.06763156"	"Fam178a"	"family with sequence similarity 178, member A"
